ctrl.1	ctrl.2	ctrl.3	kout.1	kout.2	kout.3
29.5168879426446	29.7497832361462	30.4536596382112	29.9532426121825	29.8539448402756	29.2559966710745
32.1240771553784	32.1317008838889	32.0272952379632	31.7205315440819	31.9605796559832	31.8178748327766
29.4128231041693	29.3476482646618	29.2852226754424	29.3721055674658	29.3446040679123	29.0677138040565
24.4724017961683	25.0269866917071	NA	24.8881363955175	25.3509051996921	26.013717610678
27.8225623706325	27.4475837163278	26.6761333476956	26.4769964441479	26.7652176969192	26.5722039566267
27.9825599337893	27.313284547019	27.4473472412489	27.9188325813967	27.501879693643	27.9115938695629
26.9472623764293	26.6864560714876	26.89642923357	27.0302323512107	26.6844509355973	26.9424602752539
28.9427399052513	28.6600673470071	28.8219544593472	28.4392443011853	28.3826972390844	28.1339862908994
30.9664362955172	31.1192917856149	30.9885449055024	30.8706334931394	30.798538347679	30.5494033195086
31.002293306289	31.3373482519095	30.6560824224441	31.4289713649143	31.0933932835392	31.3545793995309
26.7811925992487	26.6444394370141	25.7718555469599	23.9012256155933	23.9358002737294	28.0295479982202
28.0255934564072	28.3968492636582	27.872322616799	28.2391792414822	28.0252238121715	27.9915078333073
28.4357519559705	28.2424993904227	28.9429076572378	28.4623260267854	28.5252584717988	28.1915942252856
27.0143563010334	26.7351830971552	26.9943163151064	26.9685114141224	26.8377376370152	27.0481204716172
28.8862301901621	28.4208144451581	28.5176952758658	28.6990247449907	28.5380478119399	28.4786944590507
24.5644183994419	23.6163873068774	23.3813940286976	23.6026354412886	NA	NA
26.5505413088112	26.4618422387105	26.8847173821564	26.2521435032173	26.5910650494758	25.9838540307133
28.2305933767085	28.2049912104698	28.4802363766248	29.1245517392982	29.5325221561626	29.3745949762985
31.7059026569811	32.5743648907102	32.3417018780505	32.7159171374642	32.6924340262424	32.8427170912005
25.9975931600503	25.3005114837291	25.7951849536589	24.7514921648848	26.4608897946699	26.0020867035226
22.7683814255198	NA	NA	22.0113050694748	NA	NA
NA	NA	NA	24.9836801020183	25.635112289058	25.8487138578157
31.3693206416478	31.4844297572509	31.2650034846082	31.4199610616125	31.4581167125485	31.3761176206605
26.6118929261682	27.1202068638856	26.3917541269705	26.8811035023412	26.7818179276105	26.3856457345625
30.9885449055024	31.9606141764125	32.1203737412561	31.739929484757	31.791375097209	31.862897054218
29.9921294108819	29.9528261898847	30.1347942011227	29.3513181193827	29.2887466563488	29.5035107792219
24.3779571504859	NA	NA	NA	23.3393291878865	23.4126091254424
25.3764343773039	25.3961388238244	26.266476456157	25.5829360397813	25.6251112820762	25.6332007923006
25.8668161404924	25.5573066312328	25.608118079044	24.6643804414071	24.9399747804239	NA
30.8738631348748	31.7461910872853	31.9441232761487	31.5000947672687	31.2690789758925	30.8867098844324
NA	24.035317966299	24.5651160276184	25.0866701274499	24.3220986915902	24.2647060256318
NA	26.7720318031937	26.9992718136973	27.804889632239	27.1087887574387	27.7145667782446
31.7247654283851	31.3765834151926	31.646801308246	31.3288688443927	31.2571551145347	31.0126524980118
NA	NA	NA	23.1249303083343	23.0208463669224	NA
31.4896065541012	31.4756153339558	31.3520025472956	29.7868263965174	30.1724791275546	30.1869512761265
31.7684473679827	31.8139059305737	31.6147825242586	31.6757296648946	31.6331349529196	31.8174555610216
31.5131457848607	31.4805830810862	31.7481522771117	31.6114444759734	31.7988859245513	31.532967959856
29.0642739245713	29.6913236257543	29.0950924599926	28.3547685379133	28.7104342004501	28.7634141499016
25.2375390903086	25.2252333309478	25.328960838474	NA	24.7528706092137	NA
24.7991191403045	24.3190000446295	23.920980100392	23.5438030996364	22.7960617957753	23.2131036261785
25.5397272700448	25.9004196471214	25.4034388391549	26.1626745218698	26.4136101113098	26.6204482807974
25.1006517531053	24.6965197548323	25.2163787918544	24.8169965093125	24.8146516958088	25.197530477221
26.0271343801999	NA	25.0027734763378	25.9671484937795	25.8927288274608	25.0233530165246
32.4318876385688	32.0201580760288	32.246746441645	32.2549611578001	32.4209399001736	32.2824525164656
28.6074903281173	28.8402914258778	28.5756411471263	28.5838040765741	28.4214566598045	28.5545355141147
26.5138385339072	25.7141868130603	25.9879353303487	26.5305143330451	27.1283919699787	27.1873525263142
29.679862068545	29.5825305378723	29.3570572473516	29.5500091352282	29.7691649678331	29.604647926224
28.6355413351163	28.8914835894346	29.3234995041672	28.3819962911949	28.4304975356437	28.5769027641675
30.9223816484778	31.2234299389094	30.9871899441059	30.8603089944567	30.8224408088662	30.9603034628091
25.9141287001655	26.4393632095229	25.9707508401503	26.3279164679863	26.16497733837	26.0485778364677
28.08755048904	27.3595936796009	27.6921887303966	26.1832876619301	26.500998899599	26.3327894314844
27.2629334198196	26.7347956057591	27.2940384580744	26.4825153945506	27.4508116636854	26.7893008024818
NA	24.1610026784242	NA	25.0487648984875	26.2276955506816	25.6269499976422
26.0343316659498	26.0584382071002	25.0939397556013	26.3752083705807	26.5662344353314	26.7398248941233
27.3982772505518	27.2282095140077	26.8724400475134	27.4412644112576	27.2454492704249	27.1409244522651
28.0284418187163	28.5285037117114	28.7003153031729	29.3325760497797	29.096274409507	29.6871572111749
33.6916647385683	33.8226877204769	33.7866316876918	33.4702425224068	33.3816199065982	33.3925363318946
25.5438030996364	24.1783566631685	26.099368038055	23.4290532006434	23.0656909160777	NA
25.9563314864231	25.3841969479111	25.6413003287449	24.8109802781184	25.236991958626	24.4584511720676
24.213860093839	24.5105072824176	24.5879505265352	24.7649140994768	24.7315365625611	24.0873178020021
27.9825055345494	25.7304744906973	27.7000837495184	27.6010205949816	27.612806981102	27.2742655293061
31.630490231664	31.8068571675469	31.6330049979547	31.3815941232378	31.7868653351293	31.5703212259974
28.3616028878977	27.8055662752023	27.5928478714828	26.6290922081377	27.416351192402	27.3300557593431
27.7893008024818	27.4787715940811	27.4293405869142	26.9185482785008	27.2175255642136	26.1658782740169
25.6904580020451	25.5488376618917	26.0883089905073	27.379395687118	27.5537668478478	27.5208077259233
25.6586176996629	25.7787386949844	25.5549087185828	25.9920051167894	25.8117887920329	26.1174152972598
30.1954245889203	29.6237307058814	29.9800554433165	28.2465369340117	28.7123379686687	28.9168412835776
27.9167843489482	27.7597050535183	27.8733791492819	28.33824128508	28.6384098949602	28.2203423818643
27.075002806109	27.443084048248	26.514636289082	26.755063194037	26.8598204396118	26.7989708750517
NA	NA	22.7109123481386	22.0142711586544	22.5506058903159	22.2342385626941
NA	NA	NA	NA	NA	NA
27.0850699348207	26.5141847837295	26.5854884424436	26.688991916146	26.569888628622	26.6198888256121
29.2430671436672	29.6803987480205	29.735005509851	30.1265715964355	30.2404763733881	30.1739090723723
27.7659132001845	27.8203726901467	28.0175455183978	27.8067957226677	27.836413897885	27.7754268251208
27.3798914018317	27.2324244405929	27.304520667236	26.9075884470534	27.2022843771984	27.0077428260484
26.027345337538	25.1918953827945	25.8115438356616	24.771981446467	24.6849056773792	24.8275981723009
26.4661282539325	25.6856008876802	25.8696661303983	27.2970161578743	26.812376517687	27.334921514515
29.0991121614445	29.0288633204477	29.5075426390385	29.0606454722548	29.2866112704907	29.1104823539937
29.3271241254892	28.9987071002099	29.0225542830885	28.6331176262672	29.0037279766802	28.6059374111242
28.6379955159514	28.479272871279	28.4590455753846	28.3628154299907	28.6218459703476	28.4718903752883
29.2763748790349	29.0279674820226	29.1063694458175	28.8515044866736	29.0230832950816	29.0553795907896
33.1811709381194	33.2401920144553	33.1318695027186	33.243600628069	33.3056571164706	33.3047056051263
31.5621542353741	31.4934769977014	31.6077019600732	31.3408003759096	31.2864239983444	31.3629617023819
27.0662002407718	26.5211822670715	28.1958704119487	26.8784163747117	27.6169481212833	26.7413688468695
28.6713829259552	27.7572270142578	28.0434345331917	25.773918912738	25.108409916771	24.9529594580979
26.5037912917811	26.7482962594512	26.4597335260413	26.9497130982679	27.0047461290403	27.0708129326717
25.0965961344436	25.4306809664231	25.4484031966344	25.1720355567228	25.4619514953604	25.6106826704955
NA	NA	23.3908690279049	23.6956174235105	23.6909374885751	23.6793855982358
24.4161578750682	25.0815188710052	25.0040602948576	23.9601377215209	23.3211353810869	23.7267120982819
29.3249375738943	29.4940399745855	29.11530318694	28.9788833736344	29.0770677143259	29.2894284333269
29.9975231737432	30.1071181199604	30.0914399061026	30.3477327340573	30.7439865713952	30.2773064514139
27.6336026938905	27.3483238813882	27.4836228055896	27.0267545792392	27.406815616612	27.4180416150175
25.6837284039126	25.1763795349304	26.2355867034831	25.450386932148	26.308032610237	25.7274134255214
29.4538362238726	29.4048684404655	29.0904559149032	29.2567390817002	29.1804211990302	29.3567425027028
26.0617581382655	26.8936548191748	26.6480108061675	25.4341537717716	25.4314463388184	25.071038064363
31.7369900154959	31.7438662281366	31.5607430194382	31.5243526053239	31.6209987826867	31.6274928063428
25.6502041855955	25.7226011860798	24.4644465369108	26.6669553522195	26.4437322338113	27.0487441150163
30.4216171688071	29.7896894742124	30.0820774744881	30.0693282306764	30.6266228219705	30.6556560311182
31.292525359982	30.9310049064763	29.6131056811852	29.9965807197611	28.6705390176044	30.3037806785132
NA	26.0059455548983	26.4548011769665	26.5140643584339	26.5563567157547	26.4712547209392
30.1363842174365	29.9944242245302	29.6736758623448	29.502979930536	29.6473075335955	29.7594193430429
28.9515484114951	28.6284318005809	28.3952564115254	28.258402493689	28.3173015744733	28.4735169946579
27.8055662752023	28.1976523276519	28.4104595035344	28.2364446193691	28.5681569407933	28.4612724092299
26.2910370292565	26.433501267426	26.4664550269398	25.4298513545308	26.1479070208125	25.6200287097487
30.1961284570628	30.2329504416282	30.3688004703637	30.3182933101233	30.2921962155171	30.1555702435223
27.5144256041684	27.3266313688418	27.3684466467312	26.6844509355973	26.6151246768198	26.30305773484
25.8722051765253	26.3289950673325	25.9788451972157	27.1877300716329	26.3523372722427	26.7254644518731
28.4870396508245	28.3193274383852	28.2454492704249	27.5959802971791	27.1883905382928	27.5792428442259
28.2374023268394	28.116840474918	28.3206620912286	27.3444347573804	27.1970429725563	26.8652592242764
NA	NA	NA	NA	24.8906895511704	NA
24.0451023889161	24.1750853306962	24.263918469698	24.5117140537476	23.8230849695419	24.1885037307954
24.9473069721864	24.5324329788908	NA	NA	24.7713770286077	24.6898717464561
33.4507133573216	33.3702304903455	33.4572117184694	33.3040255697421	33.3626743675668	33.2369178519231
28.1427268166044	28.5417813916069	29.5502660711222	26.3813445164871	27.1370197336195	26.3391932448908
25.1629625750293	NA	NA	25.2947746969176	NA	25.2876771570726
NA	25.8004281553683	25.7536613437037	26.7661028247164	26.9789106418864	27.0773479061653
27.9598061818111	28.9247334148975	29.1358707114546	27.5557425914096	27.254578279937	27.6217062623108
26.6506150732541	26.7106969385752	26.8295350009736	27.3941117398546	27.4684762618358	27.9399971913948
27.3790651159896	27.4077071947999	27.5021832910854	27.7404684085819	26.9218427526428	27.7932138298544
26.0308637736619	25.9149726549483	25.596847630412	26.7536613437037	27.1324181439614	26.7192099838075
26.190049805585	26.246935538627	26.5969044865093	NA	NA	NA
28.8560545000561	29.2719528047796	28.8073179207442	28.9154457379307	29.076175832632	29.1072428612203
26.7414974350456	25.8371360879756	25.7525644020512	26.0415350002762	26.1610026784242	25.9382256512256
28.5936316157522	28.2690120745017	28.285553414558	28.7410151702773	28.8789425110454	28.7274783459867
NA	23.363592593315	30.4112478007512	NA	NA	NA
27.9945860735337	27.755190567457	27.9663675319014	27.7201890335708	27.4192478482258	27.3321918831615
29.1300872784297	29.0203833035745	29.5553403445164	27.8058122485273	28.5473453187446	28.5056322228279
24.3287554482674	23.9303056585593	23.8650467872808	NA	NA	NA
NA	NA	NA	NA	23.6458140869903	24.4385385767248
NA	24.4037313728745	NA	25.3146507274186	NA	24.5016671374133
25.8441226345573	24.8916168522956	25.7223666671936	26.1259905614647	26.6590806561795	26.3494717042006
33.64699438124	33.7374131848187	33.8704130267903	32.4912802421667	32.4127625473722	32.3828569663207
26.0619434991995	25.3646281602773	26.606961112367	26.5385289138344	26.8352094437819	26.3209116634135
25.7737428869186	NA	NA	27.9755254421144	NA	NA
29.1611564920648	29.4439337443636	28.8586946533347	25.9859395411491	26.9684015489097	26.5452917437971
28.9604968035827	28.7043120111253	28.4598663878004	29.4632424383895	29.9249315814605	29.8640343313455
37.0298268783516	37.0153595050753	37.001689513801	37.1654503398335	37.1392883498782	37.1409076967647
NA	NA	22.8052636704862	24.0468515647234	23.5690628945305	23.6384306107867
NA	25.7630911719424	26.1771973299859	26.846372246576	26.386698484508	26.818728246017
30.4811607367659	31.6588508985364	32.4498282984773	33.4325348996072	32.7683684890849	33.6952996486314
31.7432643612198	31.630490231664	31.689333580653	31.7143620680575	31.7682501626513	31.9070941513787
22.8653489105055	23.0795427265112	23.0291625119381	23.1717302244378	23.1564886439014	21.8936363051639
NA	24.2917221155256	22.6020010505952	24.9753942422985	NA	25.2333756761678
25.513552438753	25.6783381526825	25.5542646974918	25.2393613654541	24.9728553645157	25.4414543937051
30.2618132279465	30.023268403461	29.5937740689778	30.0750793369183	30.2458119160727	29.9567081316027
27.5161553192838	28.0594081693995	28.1520436377853	28.307563686801	28.3850861485397	28.1356016591689
35.5637402050108	35.7301669348348	35.7486271643899	35.4883440264508	35.4472684076082	35.5126514330784
25.8423731723377	26.5021225767077	25.2456850004648	26.3684133412151	26.5352987549463	26.3652291162875
23.7659764111312	22.5622303107678	22.7779214701793	22.7703791852024	NA	22.9570581019212
NA	24.9686871810623	23.8471850729416	NA	24.5714374157175	NA
NA	NA	NA	NA	NA	23.3593088153408
22.7255060574747	NA	NA	NA	NA	23.1886999100976
27.9714746167239	28.2886806608299	28.3423166975101	27.6029327159254	28.1283919699787	28.2299519549134
29.2122697544146	29.4890514173781	29.4412842022632	29.3309105884497	29.4911750960856	29.4429456782476
26.5452917437971	27.5959802971791	28.3689045196256	NA	25.9690606147233	26.5014849214307
30.2478501010704	30.1103578925313	30.2429763181614	30.0263060743723	30.2335219644503	30.2781931043055
31.2143674280077	31.3469406392509	31.3235102413414	31.5850854487456	31.6545041446671	31.7425016358302
25.7497800399907	NA	26.2632916975991	NA	25.8925435577751	NA
NA	NA	NA	24.861454228966	25.6362469075728	25.6179570381718
32.4496315449767	32.1605375327269	32.2069947274084	31.3709319817756	31.6105647570274	31.4755187033435
26.03586328972	25.5127691512491	25.4832383841956	24.4692994918572	24.8116663190461	25.1973054955378
NA	NA	NA	NA	NA	NA
